paket_numarasi,uydu_statusu,hata_kodu,gonderme_saat,basinc1,basinc2,yukseklik1,yukseklik2,irtifa_farki,inis_hizi,sicaklik,pil_gerilim,gps_latitude,gps_longitude,gps_altitude,pitch,yaw,roll,takim_no,video_aktarim_bilgisi
137,0,1/1/0/0/0,Time,92725,0,741.93,0,741.93,0.900000000000091,16.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
138,0,1/0/0/0/0,Time,92718,0,742.56,0,742.56,-0.6299999999999955,16.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
139,0,1/1/0/0/0,Time,92721,0,742.29,0,742.29,0.2699999999999818,16.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
140,0,1/1/0/0/0,Time,92722,0,742.2,0,742.2,0.0899999999999181,16.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
141,0,1/0/0/0/0,Time,92717,0,742.65,0,742.65,-0.4499999999999318,16.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
142,0,1/1/0/0/0,Time,92717,0,742.65,0,742.65,0.0,16.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
143,0,1/1/0/0/0,Time,92720,0,742.38,0,742.38,0.2699999999999818,16.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
144,0,1/1/0/0/0,Time,92726,0,741.84,0,741.84,0.5399999999999636,16.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
145,0,1/0/0/0/0,Time,92720,0,742.38,0,742.38,-0.5399999999999636,16.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
146,0,1/0/0/0/0,Time,92718,0,742.56,0,742.56,-0.1799999999999499,16.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
147,0,1/0/0/0/0,Time,92714,0,742.92,0,742.92,-0.3600000000000136,16.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
148,0,1/0/0/0/0,Time,92713,0,743.01,0,743.01,-0.0900000000000318,16.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
149,0,1/1/0/0/0,Time,92721,0,742.29,0,742.29,0.7200000000000273,16.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
150,0,1/0/0/0/0,Time,92718,0,742.56,0,742.56,-0.2699999999999818,16.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
151,0,1/0/0/0/0,Time,92714,0,742.92,0,742.92,-0.3600000000000136,16.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
152,0,1/1/0/0/0,Time,92719,0,742.47,0,742.47,0.4499999999999318,16.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
153,0,1/1/0/0/0,Time,92721,0,742.29,0,742.29,0.1800000000000636,16.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
154,0,1/0/0/0/0,Time,92717,0,742.65,0,742.65,-0.3600000000000136,16.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
155,0,1/1/0/0/0,Time,92720,0,742.38,0,742.38,0.2699999999999818,16.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
156,0,1/1/0/0/0,Time,92720,0,742.38,0,742.38,0.0,16.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
157,0,1/0/0/0/0,Time,92715,0,742.83,0,742.83,-0.4500000000000455,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
158,0,1/1/0/0/0,Time,92721,0,742.29,0,742.29,0.5400000000000773,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
159,0,1/0/0/0/0,Time,92717,0,742.65,0,742.65,-0.3600000000000136,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
160,0,1/1/0/0/0,Time,92724,0,742.02,0,742.02,0.6299999999999955,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
161,0,1/0/0/0/0,Time,92723,0,742.11,0,742.11,-0.0900000000000318,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
162,0,1/0/0/0/0,Time,92720,0,742.38,0,742.38,-0.2699999999999818,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
163,0,1/0/0/0/0,Time,92717,0,742.65,0,742.65,-0.2699999999999818,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
164,0,1/1/0/0/0,Time,92718,0,742.56,0,742.56,0.0900000000000318,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
165,0,1/1/0/0/0,Time,92727,0,741.75,0,741.75,0.8099999999999454,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
166,0,1/0/0/0/0,Time,92721,0,742.29,0,742.29,-0.5399999999999636,16.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
167,0,1/0/0/0/0,Time,92717,0,742.65,0,742.65,-0.3600000000000136,19.0,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
168,0,1/1/0/0/0,Time,92728,0,741.66,0,741.66,0.9900000000000092,20.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
169,0,1/1/0/0/0,Time,92733,0,741.22,0,741.22,0.4399999999999409,21.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
170,0,1/1/0/0/0,Time,92737,0,740.86,0,740.86,0.3600000000000136,22.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
171,0,1/1/0/0/0,Time,92737,0,740.86,0,740.86,0.0,23.0,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
172,0,1/1/0/0/0,Time,92738,0,740.77,0,740.77,0.0900000000000318,23.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
173,0,1/0/0/0/0,Time,92736,0,740.95,0,740.95,-0.1800000000000636,23.9,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
174,0,1/0/0/0/0,Time,92734,0,741.13,0,741.13,-0.1799999999999499,24.2,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
175,0,1/0/0/0/0,Time,92730,0,741.49,0,741.49,-0.3600000000000136,24.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
176,0,1/0/0/0/0,Time,92723,0,742.11,0,742.11,-0.6200000000000045,24.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
177,0,1/1/0/0/0,Time,92736,0,740.95,0,740.95,1.1599999999999682,23.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
178,0,1/0/0/0/0,Time,92723,0,742.11,0,742.11,-1.1599999999999682,22.8,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
179,0,1/1/0/0/0,Time,92724,0,742.02,0,742.02,0.0900000000000318,22.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
180,0,1/1/0/0/0,Time,92726,0,741.84,0,741.84,0.1799999999999499,21.9,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
181,0,1/0/0/0/0,Time,92724,0,742.02,0,742.02,-0.1799999999999499,21.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
182,0,1/0/0/0/0,Time,92720,0,742.38,0,742.38,-0.3600000000000136,21.2,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
183,0,1/1/0/0/0,Time,92727,0,741.75,0,741.75,0.6299999999999955,20.9,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
184,0,1/0/0/0/0,Time,92723,0,742.11,0,742.11,-0.3600000000000136,20.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
185,0,1/0/0/0/0,Time,92720,0,742.38,0,742.38,-0.2699999999999818,20.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
186,0,1/1/0/0/0,Time,92726,0,741.84,0,741.84,0.5399999999999636,20.2,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
187,0,1/0/0/0/0,Time,92720,0,742.38,0,742.38,-0.5399999999999636,20.0,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
188,0,1/0/0/0/0,Time,92716,0,742.74,0,742.74,-0.3600000000000136,19.9,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
189,0,1/1/0/0/0,Time,92716,0,742.74,0,742.74,0.0,19.7,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
190,0,1/1/0/0/0,Time,92720,0,742.38,0,742.38,0.3600000000000136,19.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
191,0,1/0/0/0/0,Time,92719,0,742.47,0,742.47,-0.0900000000000318,19.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
192,0,1/0/0/0/0,Time,92718,0,742.56,0,742.56,-0.0899999999999181,19.2,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
193,0,1/1/0/0/0,Time,92719,0,742.47,0,742.47,0.0899999999999181,19.1,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
194,0,1/0/0/0/0,Time,92715,0,742.83,0,742.83,-0.3600000000000136,18.9,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
195,0,1/1/0/0/0,Time,92715,0,742.83,0,742.83,0.0,18.8,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
196,0,1/1/0/0/0,Time,92717,0,742.65,0,742.65,0.1800000000000636,18.7,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
197,0,1/0/0/0/0,Time,92715,0,742.83,0,742.83,-0.1800000000000636,18.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
198,0,1/1/0/0/0,Time,92722,0,742.2,0,742.2,0.6299999999999955,18.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
199,0,1/0/0/0/0,Time,92708,0,743.45,0,743.45,-1.25,18.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
200,0,1/1/0/0/0,Time,92716,0,742.74,0,742.74,0.7100000000000364,18.2,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,2.0
201,0,1/0/0/0/0,Time,92711,0,743.19,0,743.19,-0.4500000000000455,18.0,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,202.0
204,0,1/0/0/0/0,Time,92714,0,742.92,0,742.92,-0.0899999999999181,17.8,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,202.0
205,0,1/1/0/0/0,Time,92716,0,742.74,0,742.74,0.1799999999999499,17.7,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,206.0
209,0,1/1/0/0/0,Time,92713,0,743.01,0,743.01,0.0900000000000318,17.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,210.0
211,0,1/1/0/0/0,Time,92718,0,742.56,0,742.56,0.8000000000000682,17.2,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,212.0
214,0,1/1/0/0/0,Time,92712,0,743.1,0,743.1,0.4399999999999409,17.1,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,212.0
215,0,1/1/0/0/0,Time,92714,0,742.92,0,742.92,0.1800000000000636,17.1,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,212.0
216,0,1/0/0/0/0,Time,92709,0,743.36,0,743.36,-0.4400000000000545,17.1,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,212.0
217,0,1/1/0/0/0,Time,92715,0,742.83,0,742.83,0.5299999999999727,17.0,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,212.0
218,0,1/0/0/0/0,Time,92714,0,742.92,0,742.92,-0.0899999999999181,17.0,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,212.0
219,0,1/1/0/0/0,Time,92717,0,742.65,0,742.65,0.2699999999999818,17.0,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,212.0
220,0,1/0/0/0/0,Time,92711,0,743.19,0,743.19,-0.5400000000000773,16.9,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,212.0
221,0,1/1/0/0/0,Time,92711,0,743.19,0,743.19,0.0,16.9,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,212.0
222,0,1/1/0/0/0,Time,92713,0,743.01,0,743.01,0.1800000000000636,16.8,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,212.0
223,0,1/1/0/0/0,Time,92717,0,742.65,0,742.65,0.3600000000000136,16.8,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,212.0
224,0,1/1/0/0/0,Time,92719,0,742.47,0,742.47,0.1799999999999499,16.8,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,212.0
225,0,1/0/0/0/0,Time,92713,0,743.01,0,743.01,-0.5399999999999636,16.7,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,212.0
226,0,1/0/0/0/0,Time,92712,0,743.1,0,743.1,-0.0900000000000318,16.7,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,212.0
227,0,1/1/0/0/0,Time,92713,0,743.01,0,743.01,0.0900000000000318,16.7,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,212.0
228,0,1/0/0/0/0,Time,92707,0,743.54,0,743.54,-0.5299999999999727,16.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,212.0
229,0,1/1/0/0/0,Time,92713,0,743.01,0,743.01,0.5299999999999727,16.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,230.0
231,0,1/1/0/0/0,Time,92712,0,743.1,0,743.1,0.4399999999999409,16.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,230.0
232,0,1/1/0/0/0,Time,92717,0,742.65,0,742.65,0.4500000000000455,16.6,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,230.0
233,0,1/0/0/0/0,Time,92712,0,743.1,0,743.1,-0.4500000000000455,16.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,230.0
234,0,1/1/0/0/0,Time,92718,0,742.56,0,742.56,0.5400000000000773,16.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,230.0
235,0,1/1/0/0/0,Time,92719,0,742.47,0,742.47,0.0899999999999181,16.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,230.0
236,0,1/0/0/0/0,Time,92715,0,742.83,0,742.83,-0.3600000000000136,16.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,230.0
237,0,1/1/0/0/0,Time,92716,0,742.74,0,742.74,0.0900000000000318,16.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,230.0
238,0,1/1/0/0/0,Time,92718,0,742.56,0,742.56,0.1800000000000636,16.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,239.0
242,0,1/1/0/0/0,Time,92716,0,742.74,0,742.74,0.0,16.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,243.0
244,0,1/1/0/0/0,Time,92718,0,742.56,0,742.56,0.3600000000000136,16.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
247,0,1/0/0/0/0,Time,92718,0,742.56,0,742.56,-0.3599999999998999,16.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
248,0,1/0/0/0/0,Time,92717,0,742.65,0,742.65,-0.0900000000000318,16.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
249,0,1/1/0/0/0,Time,92720,0,742.38,0,742.38,0.2699999999999818,16.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
250,0,1/0/0/0/0,Time,92718,0,742.56,0,742.56,-0.1799999999999499,16.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
251,0,1/1/0/0/0,Time,92718,0,742.56,0,742.56,0.0,16.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
252,0,1/0/0/0/0,Time,92714,0,742.92,0,742.92,-0.3600000000000136,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
253,0,1/0/0/0/0,Time,92713,0,743.01,0,743.01,-0.0900000000000318,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
254,0,1/1/0/0/0,Time,92714,0,742.92,0,742.92,0.0900000000000318,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
255,0,1/0/0/0/0,Time,92712,0,743.1,0,743.1,-0.1800000000000636,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
256,0,1/1/0/0/0,Time,92716,0,742.74,0,742.74,0.3600000000000136,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
257,0,1/0/0/0/0,Time,92713,0,743.01,0,743.01,-0.2699999999999818,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,258.0
259,0,1/1/0/0/0,Time,92720,0,742.38,0,742.38,0.0900000000000318,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,258.0
260,0,1/0/0/0/0,Time,92715,0,742.83,0,742.83,-0.4500000000000455,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,258.0
261,0,1/1/0/0/0,Time,92719,0,742.47,0,742.47,0.3600000000000136,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,258.0
262,0,1/1/0/0/0,Time,92722,0,742.2,0,742.2,0.2699999999999818,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,258.0
263,0,1/0/0/0/0,Time,92714,0,742.92,0,742.92,-0.7199999999999136,16.2,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,258.0
264,0,1/1/0/0/0,Time,92715,0,742.83,0,742.83,0.0899999999999181,16.2,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,258.0
265,0,1/1/0/0/0,Time,92720,0,742.38,0,742.38,0.4500000000000455,16.2,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,258.0
